t,i,x,y,r,theta,xK,tc,therm,trueGateDC,trueGateI,x2,y2,r2,theta2
1682053971.225933, 3.2, -4.091004e-06, 1.304649e-06, 4.131051e-06, 162.3122, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983524, 0.0165406, 0.417299, 0.966
1682053977.7597024, -3.2, 1.758262e-06, 1.304649e-06, 2.810574e-06, 22.05275, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983524, 0.0166017, 0.417299, 0.966
1682053984.2626936, 3.2, -4.822163e-06, 1.304649e-06, 4.995534e-06, 153.5473, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983524, 0.0166017, 0.417238, 0.966
1682053990.7743468, -3.2, 1.758262e-06, 1.304649e-06, 3.4748e-06, 40.66087, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983524, 0.0166017, 0.417238, 0.966
1682053997.268339, 3.2, -4.822163e-06, 2.766311e-06, 5.704514e-06, 174.1006, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983463, 0.0166017, 0.417238, 0.966
1682054003.7604423, -3.2, 2.489421e-06, 1.304649e-06, 1.660437e-06, 39.27121, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983524, 0.0166017, 0.417238, 0.966
1682054010.2944298, 3.2, -5.553321e-06, 2.03548e-06, 5.914605e-06, 157.1149, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983463, 0.0166017, 0.417238, 0.966
1682054016.7918518, -3.2, 3.220579e-06, 1.304649e-06, 3.215648e-06, 63.22446, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983463, 0.0165406, 0.417238, 0.966
1682054023.2895813, 3.2, -4.822163e-06, 1.304649e-06, 6.418472e-06, 159.8704, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983463, 0.0166017, 0.417238, 0.966
1682054029.7855647, -3.2, -4.352126e-07, 1.304649e-06, 2.189428e-06, 77.21934, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983463, 0.0166627, 0.417238, 0.972
1682054036.2845702, 3.2, -8.477954e-06, 1.304649e-06, 7.855887e-06, 169.4654, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983463, 0.0165406, 0.417177, 0.966
1682054042.782837, -3.2, -1.166371e-06, 1.304649e-06, 1.750008e-06, 127.1785, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983463, 0.0166017, 0.417177, 0.966
1682054049.2833154, 3.2, -7.015637e-06, 5.738174e-07, 8.71888e-06, 166.4993, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983463, 0.0166017, 0.417177, 0.966
1682054055.7822163, -3.2, -1.166371e-06, 1.304649e-06, 1.29988e-06, 108.448, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983402, 0.0166017, 0.417177, 0.966
1682054062.283621, 3.2, -7.746796e-06, 1.304649e-06, 8.577751e-06, 171.2515, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983402, 0.0166017, 0.417177, 0.966
1682054068.7629516, -3.2, -3.359846e-06, 2.03548e-06, 1.904015e-06, 153.6042, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983402, 0.0165406, 0.417177, 0.966
1682054075.2799191, 3.2, -9.209113e-06, 1.304649e-06, 1.075088e-05, 173.0298, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983402, 0.0166017, 0.417177, 0.966
1682054081.7683942, -3.2, -4.822163e-06, 1.304649e-06, 3.604258e-06, 182.6756, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983402, 0.0166017, 0.417177, 0.966
1682054088.2852416, 3.2, -1.067143e-05, 2.03548e-06, 1.068685e-05, 176.6962, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983341, 0.0166017, 0.417116, 0.966
1682054094.7831004, -3.2, -3.359846e-06, 5.738174e-07, 4.856183e-06, 164.8609, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983341, 0.0166017, 0.417116, 0.966
1682054101.243451, 3.2, -1.067143e-05, 1.304649e-06, 1.075088e-05, 173.0298, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983341, 0.0166017, 0.417116, 0.966
1682054107.7204006, -3.2, -1.166371e-06, 1.304649e-06, 2.934639e-06, 131.7971, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983341, 0.0166017, 0.417116, 0.966
1682054114.2474384, 3.2, -9.940271e-06, 1.304649e-06, 1.014653e-05, 173.0298, 0, 0, 0, +4.037359E-05, -7.462043E-10, 0.983341, 0.0166017, 0.417116, 0.966
